Product Id,Area Code,Date,Sales,COGS,Margin,Expenses,Profit,Marketing,Inventory,Budget Sales,Budget COGS,Budget Margin,Budget Profit
2,650,2012-05-01,756,302,454,159,295,105,2250,940,380,560,410
3,714,2012-05-01,163,195,-32,110,-142,64,1952,200,240,-40,-140
8,760,2012-05-01,256,104,152,41,111,29,871,220,80,140,120
9,805,2012-05-01,512,235,277,94,183,72,1060,450,200,250,180
10,805,2012-05-01,190,83,107,40,67,27,584,160,70,90,60
11,310,2012-05-01,256,104,152,41,111,29,821,170,60,110,100
12,530,2012-05-01,210,86,124,35,89,24,499,140,50,90,80
13,714,2012-05-01,160,64,96,53,43,21,593,100,40,60,30
4,775,2012-05-01,43,0,43,12,31,0,645,40,0,40,30
5,775,2012-05-01,49,20,29,16,13,5,829,40,10,30,20
6,775,2012-05-01,49,20,29,16,13,5,784,40,10,30,20
2,702,2012-05-01,81,36,45,46,-1,13,212,100,40,60,20
8,775,2012-05-01,289,121,168,143,25,109,788,250,100,150,40
9,775,2012-05-01,465,195,270,110,160,64,956,400,160,240,160
10,775,2012-05-01,312,127,185,64,121,40,671,270,100,170,120
11,702,2012-05-01,612,263,349,118,231,86,1433,410,170,240,170
12,775,2012-05-01,521,260,261,97,164,72,1559,350,170,180,120
13,702,2012-05-01,18,265,-265,133,-380,100,3742,0,170,-170,-250
3,775,2012-05-01,68,31,37,31,6,9,976,80,30,50,30
4,541,2012-05-01,118,53,65,54,11,20,361,110,50,60,20
5,541,2012-05-01,123,52,71,44,27,17,361,110,40,70,40
6,541,2012-05-01,298,149,149,66,83,41,1156,280,140,140,90
1,503,2012-05-01,128,53,75,77,-2,48,458,160,60,100,40
2,971,2012-05-01,116,48,68,60,8,15,422,140,60,80,30
8,503,2012-05-01,75,30,45,19,26,8,794,60,20,40,40
9,971,2012-05-01,99,43,56,26,30,14,602,80,30,50,30
11,503,2012-05-01,49,20,29,17,12,5,464,30,10,20,20
12,503,2012-05-01,235,94,141,62,79,31,697,150,60,90,50
13,971,2012-05-01,273,114,159,58,101,35,555,180,70,110,70
3,971,2012-05-01,103,42,61,36,25,13,384,120,50,70,40
4,206,2012-05-01,110,48,62,28,34,15,599,100,40,60,40
5,206,2012-05-01,130,58,72,56,16,22,338,120,50,70,20
6,206,2012-05-01,170,78,92,45,47,24,995,160,70,90,60
2,253,2012-05-01,175,71,104,46,58,22,373,210,80,130,90
8,206,2012-05-01,275,110,165,67,98,36,1020,240,90,150,100
9,206,2012-05-01,99,40,59,23,36,11,793,80,30,50,50
11,509,2012-05-01,130,48,82,38,44,14,351,80,30,50,30
12,360,2012-05-01,110,45,65,38,27,14,410,70,20,50,30
13,425,2012-05-01,154,64,90,88,2,58,551,100,40,60,10
3,253,2012-05-01,221,92,129,113,16,83,599,270,110,160,60
11,719,2012-06-01,115,51,64,53,11,19,396,100,40,60,20
12,970,2012-06-01,117,53,64,37,27,16,1028,100,40,60,30
13,720,2012-06-01,99,43,56,27,29,14,597,80,30,50,30
5,719,2012-06-01,230,94,136,37,99,26,562,270,100,170,140
6,303,2012-06-01,135,54,81,48,33,17,641,150,60,90,50
1,719,2012-06-01,276,113,163,42,121,31,897,280,110,170,130
2,970,2012-06-01,190,83,107,39,68,27,574,190,80,110,80
3,719,2012-06-01,301,123,178,46,132,34,947,310,130,180,140
8,720,2012-06-01,298,149,149,66,83,41,1245,260,120,140,90
9,720,2012-06-01,107,44,63,70,-7,40,496,90,30,60,10
10,719,2012-06-01,118,50,68,44,24,16,397,100,40,60,30
11,312,2012-06-01,230,94,136,37,99,26,562,200,80,120,90
12,312,2012-06-01,135,54,81,48,33,17,641,110,40,70,30
5,312,2012-06-01,634,272,362,121,241,89,1616,740,310,430,300
6,312,2012-06-01,521,260,261,97,164,72,1715,610,300,310,210
2,815,2012-06-01,478,200,278,111,167,66,1095,500,210,290,190
3,630,2012-06-01,345,141,204,69,135,45,764,360,140,220,160
8,630,2012-06-01,276,113,163,42,121,31,897,240,90,150,130
9,630,2012-06-01,190,83,107,40,67,27,574,160,70,90,60
10,309,2012-06-01,301,123,178,45,133,34,947,260,100,160,140
11,641,2012-06-01,521,260,261,97,164,72,1715,450,220,230,150
12,563,2012-06-01,603,271,332,135,197,102,1714,530,230,300,180
5,515,2012-06-01,53,21,32,17,15,5,798,60,20,40,30
6,319,2012-06-01,43,0,43,12,31,0,602,50,0,50,40
1,641,2012-06-01,58,23,35,17,18,6,843,60,20,40,30
2,563,2012-06-01,70,32,38,30,8,9,996,70,30,40,20
3,712,2012-06-01,52,22,30,19,11,7,608,50,20,30,20
8,641,2012-06-01,634,272,362,121,241,89,1616,550,230,320,230
9,319,2012-06-01,345,141,204,68,136,45,764,300,120,180,140
11,636,2012-06-01,96,41,55,41,14,13,239,80,30,50,20
12,573,2012-06-01,78,35,43,46,-3,13,204,60,30,30,-10
13,573,2012-06-01,82,36,46,46,0,13,236,70,30,40,0
5,660,2012-06-01,92,37,55,22,33,10,876,100,40,60,40
6,573,2012-06-01,89,36,53,22,31,10,828,100,40,60,40
2,573,2012-06-01,169,76,93,62,31,28,580,170,80,90,40
3,314,2012-06-01,142,65,77,42,35,20,1042,140,60,80,50
8,660,2012-06-01,125,52,73,77,-4,47,313,110,40,70,20
9,636,2012-06-01,141,116,25,58,-33,35,1142,120,90,30,0
11,513,2012-06-01,278,111,167,68,99,36,767,240,90,150,90
12,937,2012-06-01,282,118,164,59,105,36,636,240,100,140,90
5,419,2012-06-01,298,149,149,66,83,41,1245,350,170,180,120
6,419,2012-06-01,115,51,64,52,12,19,396,130,50,80,30
1,513,2012-06-01,118,50,68,44,24,16,397,120,50,70,40
2,614,2012-06-01,93,38,55,36,19,12,414,90,40,50,20
3,937,2012-06-01,107,44,63,69,-6,40,496,110,40,70,20
8,614,2012-06-01,44,18,26,17,9,5,478,30,10,20,20
9,513,2012-06-01,60,24,36,18,18,6,856,50,20,30,30
11,920,2012-06-01,99,40,59,35,24,12,443,80,30,50,20
12,715,2012-06-01,128,53,75,77,-2,48,597,110,40,70,10
5,262,2012-06-01,177,81,96,46,50,25,1046,200,90,110,70
6,262,2012-06-01,110,48,62,28,34,15,593,120,50,70,50
1,715,2012-06-01,133,59,74,55,19,22,377,130,60,70,20
2,608,2012-06-01,264,110,154,130,24,100,665,270,110,160,50
3,920,2012-06-01,212,91,121,58,63,30,533,220,90,130,90
8,715,2012-06-01,125,47,78,38,40,14,371,110,40,70,50
9,920,2012-06-01,144,59,85,27,58,16,842,120,50,70,60
11,959,2012-06-01,92,37,55,22,33,10,876,90,30,60,40
13,203,2012-06-01,51,20,31,16,15,5,804,50,20,30,20
5,203,2012-06-01,128,53,75,77,-2,48,597,120,50,70,10
6,475,2012-06-01,108,46,62,43,19,15,367,100,40,60,30
2,475,2012-06-01,232,92,140,61,79,30,1102,220,80,140,100
9,203,2012-06-01,169,76,93,61,32,28,580,130,50,80,40
10,475,2012-06-01,142,65,77,41,36,20,1042,110,40,70,50
11,386,2012-06-01,105,43,62,24,38,12,864,110,40,70,50
13,407,2012-06-01,144,59,85,27,58,16,842,150,60,90,70
5,786,2012-06-01,264,110,154,129,25,100,665,250,100,150,40
6,321,2012-06-01,212,91,121,58,63,30,533,200,80,120,80
2,904,2012-06-01,278,111,167,68,99,36,767,260,100,160,110
3,850,2012-06-01,282,118,164,59,105,36,636,260,110,150,100
8,941,2012-06-01,110,48,62,27,35,15,593,80,30,50,30
9,754,2012-06-01,133,59,74,55,19,22,377,100,40,60,30
10,305,2012-06-01,177,81,96,47,49,25,1046,130,60,70,40
11,781,2012-06-01,60,24,36,17,19,6,856,60,20,40,30
13,413,2012-06-01,44,18,26,16,10,5,478,40,10,30,20
5,351,2012-06-01,111,44,67,70,-3,40,543,100,40,60,10
7,339,2012-06-01,298,149,149,66,83,41,1245,290,140,150,100
2,617,2012-06-01,649,54,595,48,547,17,-1006,610,50,560,530
9,781,2012-06-01,115,51,64,52,12,19,396,80,30,50,20
11,603,2012-06-01,58,23,35,18,17,6,843,60,20,40,30
13,603,2012-06-01,43,0,43,11,32,0,602,40,0,40,30
5,603,2012-06-01,125,52,73,77,-4,47,313,120,40,80,20
7,603,2012-06-01,78,35,43,46,-3,13,204,70,30,40,0
1,603,2012-06-01,138,56,82,41,41,17,302,130,50,80,50
2,603,2012-06-01,156,62,94,52,42,20,436,140,50,90,60
9,603,2012-06-01,82,36,46,46,0,13,236,60,20,40,10
11,516,2012-06-01,301,123,178,45,133,34,947,320,130,190,150
12,845,2012-06-01,276,113,163,42,121,31,897,290,110,180,140
13,718,2012-06-01,230,94,136,37,99,26,562,240,90,150,120
5,914,2012-06-01,72,144,-72,164,-236,131,1979,70,130,-60,-210
7,631,2012-06-01,675,260,415,97,318,72,1405,660,240,420,340
2,646,2012-06-01,890,356,534,177,357,124,2476,840,340,500,350
9,607,2012-06-01,669,271,398,135,263,102,1727,520,200,320,220
10,716,2012-06-01,198,244,-46,97,-143,75,2636,150,180,-30,-100
6,318,2012-06-01,99,40,59,36,23,12,443,80,30,50,30
4,318,2012-06-01,128,53,75,78,-3,48,-267,110,40,70,10
5,225,2012-06-01,125,47,78,37,41,14,371,100,40,60,40
8,225,2012-06-01,111,48,63,27,36,15,593,100,40,60,40
9,318,2012-06-01,169,76,93,61,32,28,580,160,70,90,40
2,337,2012-06-01,107,43,64,24,40,12,822,130,50,80,60
3,318,2012-06-01,144,59,85,27,58,16,842,180,70,110,90
6,505,2012-06-01,96,41,55,41,14,13,239,80,30,50,20
4,505,2012-06-01,78,35,43,46,-3,13,-180,60,30,30,0
5,505,2012-06-01,125,52,73,76,-3,47,313,100,40,60,0
8,505,2012-06-01,58,23,35,17,18,6,843,50,20,30,20
9,505,2012-06-01,70,32,38,30,8,9,996,60,30,30,10
2,505,2012-06-01,156,62,94,51,43,20,436,190,70,120,80
3,505,2012-06-01,141,116,25,59,-34,35,1142,170,140,30,-20
6,918,2012-06-01,278,111,167,68,99,36,767,230,90,140,90
4,918,2012-06-01,282,118,164,59,105,36,-660,240,100,140,100
5,918,2012-06-01,44,18,26,16,10,5,478,30,10,20,20
8,918,2012-06-01,133,59,74,55,19,22,377,130,50,80,30
9,580,2012-06-01,264,110,154,129,25,100,665,250,100,150,40
2,918,2012-06-01,99,43,56,27,29,14,597,120,50,70,50
3,405,2012-06-01,60,24,36,17,19,6,856,70,30,40,30
6,469,2012-06-01,230,94,136,37,99,26,562,190,80,110,90
4,936,2012-06-01,135,54,81,48,33,17,-321,110,40,70,40
5,281,2012-06-01,276,113,163,43,120,31,897,230,90,140,120
8,832,2012-06-01,118,50,68,44,24,16,397,110,40,70,40
9,409,2012-06-01,93,38,55,35,20,12,414,90,30,60,30
2,210,2012-06-01,532,244,288,96,192,75,1213,660,300,360,270
3,806,2012-06-01,190,83,107,39,68,27,574,230,100,130,100
4,435,2012-06-01,89,36,53,22,31,10,828,80,30,50,40
5,435,2012-06-01,111,48,63,28,35,15,593,100,40,60,40
6,435,2012-06-01,92,37,55,21,34,10,876,80,30,50,40
1,435,2012-06-01,142,65,77,41,36,20,1042,170,80,90,60
2,801,2012-06-01,108,46,62,43,19,15,367,130,50,80,50
8,435,2012-06-01,138,56,82,40,42,17,302,120,40,80,50
9,435,2012-06-01,156,62,94,52,42,20,436,130,50,80,50
10,435,2012-06-01,141,116,25,58,-33,35,1142,120,90,30,-10
11,801,2012-06-01,125,52,73,76,-3,47,313,80,30,50,0
12,801,2012-06-01,96,41,55,41,14,13,239,60,20,40,20
13,435,2012-06-01,78,35,43,46,-3,13,204,50,20,30,10
3,435,2012-06-01,169,76,93,61,32,28,580,210,90,120,70
4,707,2012-06-01,521,260,261,96,165,72,1715,500,240,260,180
5,714,2012-06-01,345,144,201,165,36,131,874,330,130,200,50
6,562,2012-06-01,634,272,362,122,240,89,1616,600,260,340,230
1,707,2012-06-01,96,141,-45,68,-113,45,1514,120,170,-50,-110
2,805,2012-06-01,890,356,534,177,357,124,2476,1110,440,670,500
8,661,2012-06-01,301,123,178,45,133,34,947,260,100,160,140
9,661,2012-06-01,532,244,288,96,192,75,1213,460,200,260,190
10,408,2012-06-01,190,83,107,40,67,27,574,160,70,90,60
11,209,2012-06-01,276,113,163,43,120,31,897,180,70,110,90
12,415,2012-06-01,230,94,136,38,98,26,562,150,60,90,80
13,714,2012-06-01,135,54,81,49,32,17,641,90,30,60,30
3,415,2012-06-01,169,200,-31,111,-142,66,2393,210,250,-40,-140
4,775,2012-06-01,43,0,43,12,31,0,602,40,0,40,30
5,775,2012-06-01,58,23,35,17,18,6,843,50,20,30,20
6,702,2012-06-01,53,21,32,17,15,5,798,50,20,30,20
2,702,2012-06-01,82,36,46,46,0,13,236,100,40,60,20
8,775,2012-06-01,345,144,201,164,37,131,874,300,120,180,50
9,702,2012-06-01,478,200,278,112,166,66,1095,420,170,250,170
10,775,2012-06-01,345,141,204,68,136,45,764,300,120,180,130
11,775,2012-06-01,634,272,362,121,241,89,1616,430,170,260,190
12,702,2012-06-01,521,260,261,96,165,72,1715,350,170,180,120
13,702,2012-06-01,37,271,-271,135,-369,102,4507,0,170,-170,-250
3,775,2012-06-01,70,32,38,30,8,9,996,80,40,40,20
4,503,2012-06-01,115,51,64,53,11,19,396,110,40,70,30
5,503,2012-06-01,118,50,68,44,24,16,397,110,40,70,40
6,541,2012-06-01,298,149,149,66,83,41,1245,280,140,140,90
1,541,2012-06-01,107,44,63,69,-6,40,496,130,50,80,30
2,971,2012-06-01,112,47,65,61,4,15,456,140,50,90,40
8,971,2012-06-01,69,28,41,19,22,7,816,60,20,40,40
9,503,2012-06-01,99,43,56,26,30,14,597,80,30,50,30
11,503,2012-06-01,44,18,26,17,9,5,478,20,10,10,10
12,503,2012-06-01,278,111,167,67,100,36,767,180,70,110,70
13,503,2012-06-01,282,118,164,59,105,36,636,190,70,120,80
3,541,2012-06-01,93,38,55,35,20,12,414,110,40,70,40
4,206,2012-06-01,110,48,62,28,34,15,593,100,40,60,40
5,425,2012-06-01,133,59,74,56,18,22,377,120,50,70,20
6,253,2012-06-01,177,81,96,47,49,25,1046,160,70,90,60
2,425,2012-06-01,193,79,114,48,66,25,425,240,90,150,110
8,206,2012-06-01,232,92,140,61,79,30,1102,200,70,130,90
9,509,2012-06-01,107,43,64,24,40,12,822,90,30,60,50
11,360,2012-06-01,125,47,78,37,41,14,371,80,30,50,30
12,206,2012-06-01,99,40,59,35,24,12,443,60,20,40,20
13,360,2012-06-01,128,53,75,78,-3,48,597,80,30,50,0
3,206,2012-06-01,264,110,154,130,24,100,665,330,130,200,90
8,303,2012-07-01,291,145,146,65,81,40,1304,250,120,130,80
9,970,2012-07-01,95,39,56,66,-10,36,517,80,30,50,0
10,720,2012-07-01,110,47,63,42,21,15,420,90,40,50,20
11,970,2012-07-01,115,51,64,52,12,19,419,100,40,60,20
12,720,2012-07-01,109,50,59,36,23,15,1051,90,40,50,20
13,303,2012-07-01,94,41,53,26,27,13,592,80,30,50,30
5,303,2012-07-01,230,94,136,38,98,26,608,270,100,170,140
6,303,2012-07-01,131,52,79,48,31,17,668,150,60,90,50
3,970,2012-07-01,312,127,185,46,139,35,1007,320,130,190,150
1,720,2012-07-01,256,104,152,41,111,29,952,260,110,150,120
2,970,2012-07-01,199,87,112,41,71,28,564,200,90,110,80
8,312,2012-07-01,256,104,152,41,111,29,952,220,80,140,120
9,312,2012-07-01,199,87,112,40,72,28,564,170,70,100,70
10,815,2012-07-01,312,127,185,46,139,35,1007,270,100,170,150
11,815,2012-07-01,230,94,136,37,99,26,608,200,80,120,90
12,815,2012-07-01,131,52,79,48,31,17,668,110,40,70,30
5,224,2012-07-01,678,291,387,128,259,96,1742,800,330,470,340
6,312,2012-07-01,532,266,266,98,168,74,1819,620,300,320,220
3,217,2012-07-01,376,154,222,72,150,49,833,390,160,230,170
2,312,2012-07-01,567,238,329,121,208,78,1190,590,250,340,230
8,319,2012-07-01,678,291,387,129,258,96,1742,590,250,340,240
9,319,2012-07-01,376,154,222,72,150,49,833,330,130,200,150
11,515,2012-07-01,532,266,266,99,167,74,1819,460,220,240,150
12,319,2012-07-01,602,270,332,135,197,102,1834,520,230,290,170
5,641,2012-07-01,49,20,29,16,13,5,808,50,20,30,20
6,641,2012-07-01,43,0,43,12,31,0,559,50,0,50,40
3,712,2012-07-01,54,23,31,19,12,7,605,50,20,30,20
1,319,2012-07-01,61,25,36,19,17,7,854,60,20,40,30
2,712,2012-07-01,75,34,41,32,9,10,1010,70,30,40,20
8,816,2012-07-01,141,59,82,83,-1,53,338,120,50,70,10
9,417,2012-07-01,169,120,49,61,-12,37,1334,140,100,40,0
11,636,2012-07-01,103,44,59,42,17,14,258,90,30,60,30
12,816,2012-07-01,89,40,49,48,1,15,219,70,30,40,0
13,816,2012-07-01,82,36,46,46,0,13,252,70,30,40,0
5,573,2012-07-01,87,35,52,20,32,9,894,100,40,60,40
6,314,2012-07-01,96,39,57,22,35,10,845,110,40,70,50
3,314,2012-07-01,132,60,72,40,32,18,1070,130,60,70,40
2,636,2012-07-01,169,76,93,62,31,28,613,170,80,90,40
8,740,2012-07-01,44,18,26,17,9,5,486,30,10,20,20
9,614,2012-07-01,57,23,34,18,16,6,868,50,10,40,40
11,740,2012-07-01,286,114,172,68,104,37,822,250,90,160,100
12,513,2012-07-01,336,141,195,67,128,43,692,290,120,170,110
5,216,2012-07-01,291,145,146,65,81,40,1304,340,160,180,120
6,513,2012-07-01,115,51,64,53,11,19,419,130,50,80,30
1,614,2012-07-01,110,47,63,43,20,15,420,110,40,70,40
2,513,2012-07-01,85,34,51,33,18,10,432,80,30,50,30
3,330,2012-07-01,95,39,56,65,-9,36,517,90,40,50,0
8,920,2012-07-01,104,39,65,36,29,12,380,90,30,60,40
9,262,2012-07-01,144,59,85,27,58,16,870,120,50,70,60
11,920,2012-07-01,90,36,54,33,21,11,462,70,30,40,10
12,608,2012-07-01,113,47,66,72,-6,42,622,90,40,50,0
5,608,2012-07-01,189,86,103,47,56,26,1081,220,90,130,90
6,920,2012-07-01,115,50,65,29,36,16,587,130,50,80,60
1,920,2012-07-01,133,59,74,56,18,22,403,130,60,70,20
2,262,2012-07-01,297,124,173,141,32,112,717,310,130,180,60
3,920,2012-07-01,227,97,130,59,71,32,575,230,100,130,80
11,203,2012-07-01,87,35,52,20,32,9,894,90,30,60,50
13,860,2012-07-01,51,20,31,16,15,5,814,50,20,30,20
9,959,2012-07-01,169,76,93,61,32,28,613,130,50,80,40
10,959,2012-07-01,132,60,72,39,33,18,1070,100,40,60,40
5,860,2012-07-01,113,47,66,71,-5,42,622,110,40,70,20
6,203,2012-07-01,100,43,57,41,16,14,388,90,40,50,20
2,203,2012-07-01,225,90,135,60,75,29,1148,210,80,130,90
11,386,2012-07-01,110,45,65,24,41,12,885,110,40,70,50
13,954,2012-07-01,144,59,85,27,58,16,870,150,60,90,70
8,863,2012-07-01,115,50,65,29,36,16,587,80,30,50,30
9,904,2012-07-01,133,59,74,55,19,22,403,100,40,60,30
10,904,2012-07-01,189,86,103,48,55,26,1081,140,60,80,50
5,386,2012-07-01,297,124,173,141,32,112,717,290,110,180,60
6,863,2012-07-01,227,97,130,59,71,32,575,220,90,130,80
2,904,2012-07-01,286,114,172,68,104,37,822,270,100,170,120
3,727,2012-07-01,336,141,195,66,129,43,692,310,130,180,130
11,413,2012-07-01,57,23,34,18,16,6,868,60,20,40,30
13,339,2012-07-01,44,18,26,17,9,5,486,40,10,30,20
9,978,2012-07-01,115,51,64,53,11,19,419,80,30,50,20
5,978,2012-07-01,111,39,72,65,7,36,560,100,30,70,20
7,617,2012-07-01,291,145,146,65,81,40,1304,280,130,150,100
2,508,2012-07-01,665,52,613,49,564,17,-1493,630,40,590,560
11,603,2012-07-01,61,25,36,19,17,7,854,60,20,40,30
13,603,2012-07-01,43,0,43,12,31,0,559,40,0,40,30
9,603,2012-07-01,82,36,46,46,0,13,252,60,20,40,10
5,603,2012-07-01,141,59,82,83,-1,53,338,130,50,80,10
7,603,2012-07-01,89,40,49,49,0,15,219,80,30,50,10
1,603,2012-07-01,151,61,90,41,49,19,329,140,50,90,70
2,603,2012-07-01,160,64,96,53,43,21,467,150,60,90,60
11,212,2012-07-01,312,127,185,47,138,35,1007,330,130,200,160
12,518,2012-07-01,256,104,152,41,111,29,952,270,110,160,120
13,315,2012-07-01,230,94,136,38,98,26,608,240,90,150,120
9,516,2012-07-01,793,270,523,135,388,102,1781,610,200,410,310
10,716,2012-07-01,198,260,-62,102,-164,80,3076,150,190,-40,-110
7,585,2012-07-01,546,266,280,98,182,74,1355,530,250,280,190
5,347,2012-07-01,77,162,-85,181,-266,147,2321,70,150,-80,-240
2,845,2012-07-01,912,364,548,178,370,127,2654,860,340,520,370
3,318,2012-07-01,144,59,85,27,58,16,870,180,70,110,90
2,318,2012-07-01,99,40,59,23,36,11,843,120,50,70,50
8,318,2012-07-01,106,46,60,28,32,15,587,100,40,60,40
9,318,2012-07-01,169,76,93,62,31,28,613,160,70,90,40
4,985,2012-07-01,113,47,66,72,-6,42,-395,90,40,50,0
5,225,2012-07-01,104,39,65,35,30,12,380,80,30,50,30
6,225,2012-07-01,90,36,54,33,21,11,462,70,30,40,20
3,505,2012-07-01,169,120,49,60,-11,37,1334,210,150,60,10
2,505,2012-07-01,160,64,96,52,44,21,467,200,80,120,70
8,505,2012-07-01,61,25,36,19,17,7,854,50,20,30,20
9,505,2012-07-01,75,34,41,31,10,10,1010,70,30,40,20
4,505,2012-07-01,89,40,49,48,1,15,-258,70,30,40,10
5,505,2012-07-01,141,59,82,83,-1,53,338,120,50,70,0
6,505,2012-07-01,103,44,59,41,18,14,258,80,30,50,20
3,405,2012-07-01,57,23,34,18,16,6,868,70,20,50,40
2,580,2012-07-01,94,41,53,25,28,13,592,110,50,60,40
9,405,2012-07-01,297,124,173,141,32,112,717,290,110,180,60
8,405,2012-07-01,133,59,74,55,19,22,403,130,50,80,30
4,580,2012-07-01,336,141,195,67,128,43,-942,280,120,160,110
5,918,2012-07-01,44,18,26,17,9,5,486,30,10,20,20
6,580,2012-07-01,286,114,172,69,103,37,822,240,90,150,100
3,325,2012-07-01,199,87,112,41,71,28,564,240,100,140,110
2,430,2012-07-01,567,260,307,101,206,80,1319,700,320,380,290
9,281,2012-07-01,85,34,51,32,19,10,432,80,30,50,30
8,903,2012-07-01,110,47,63,43,20,15,420,100,40,60,30
4,281,2012-07-01,131,52,79,49,30,17,-456,110,40,70,40
5,210,2012-07-01,256,104,152,40,112,29,952,220,80,140,120
6,832,2012-07-01,230,94,136,38,98,26,608,190,80,110,90
1,435,2012-07-01,132,60,72,40,32,18,1070,160,70,90,60
2,801,2012-07-01,100,43,57,41,16,14,388,120,50,70,40
8,435,2012-07-01,151,61,90,42,48,19,329,130,50,80,60
9,435,2012-07-01,160,64,96,52,44,21,467,140,50,90,60
10,801,2012-07-01,169,120,49,61,-12,37,1334,140,100,40,-10
11,435,2012-07-01,141,59,82,82,0,53,338,90,30,60,10
12,435,2012-07-01,103,44,59,42,17,14,258,70,20,50,30
13,435,2012-07-01,89,40,49,48,1,15,219,60,20,40,20
3,435,2012-07-01,169,76,93,62,31,28,613,210,90,120,70
4,801,2012-07-01,96,39,57,21,36,10,845,90,30,60,50
5,801,2012-07-01,106,46,60,28,32,15,587,100,40,60,40
6,801,2012-07-01,87,35,52,21,31,9,894,80,30,50,40
1,209,2012-07-01,87,154,-67,71,-138,49,1832,100,190,-90,-150
2,707,2012-07-01,912,364,548,178,370,127,2654,1140,450,690,530
8,805,2012-07-01,312,127,185,46,139,35,1007,270,100,170,150
9,650,2012-07-01,567,260,307,102,205,80,1319,490,220,270,200
10,831,2012-07-01,199,87,112,40,72,28,564,170,70,100,70
11,562,2012-07-01,256,104,152,40,112,29,952,170,60,110,100
12,831,2012-07-01,230,94,136,38,98,26,608,150,60,90,80
13,415,2012-07-01,131,52,79,49,30,17,668,80,30,50,20
3,707,2012-07-01,202,238,-36,121,-157,78,2797,250,290,-40,-150
4,818,2012-07-01,532,266,266,99,167,74,1819,510,250,260,170
5,562,2012-07-01,387,162,225,180,45,147,943,370,150,220,60
6,650,2012-07-01,678,291,387,128,259,96,1742,650,270,380,260
2,775,2012-07-01,82,36,46,47,-1,13,252,100,40,60,20
8,775,2012-07-01,387,162,225,180,45,147,943,340,130,210,70
9,775,2012-07-01,567,238,329,121,208,78,1190,490,200,290,200
10,775,2012-07-01,376,154,222,72,150,49,833,330,130,200,150
11,702,2012-07-01,678,291,387,129,258,96,1742,460,190,270,190
12,775,2012-07-01,532,266,266,98,168,74,1819,360,170,190,130
13,702,2012-07-01,27,270,-270,135,-378,102,5230,0,170,-170,-250
3,775,2012-07-01,75,34,41,32,9,10,1010,90,40,50,30
4,702,2012-07-01,43,0,43,11,32,0,559,40,0,40,30
5,775,2012-07-01,61,25,36,19,17,7,854,50,20,30,20
6,702,2012-07-01,49,20,29,17,12,5,808,40,10,30,20
1,971,2012-07-01,95,39,56,66,-10,36,517,110,40,70,20
2,971,2012-07-01,94,39,55,55,0,12,478,110,40,70,20
8,503,2012-07-01,74,30,44,20,24,8,829,60,20,40,40
9,503,2012-07-01,94,41,53,26,27,13,592,80,30,50,30
11,541,2012-07-01,44,18,26,17,9,5,486,20,10,10,10
12,503,2012-07-01,286,114,172,68,104,37,822,190,70,120,80
13,503,2012-07-01,336,141,195,66,129,43,692,220,90,130,90
3,503,2012-07-01,85,34,51,33,18,10,432,100,40,60,40
4,971,2012-07-01,115,51,64,52,12,19,419,110,40,70,30
5,503,2012-07-01,110,47,63,43,20,15,420,100,40,60,30
6,541,2012-07-01,291,145,146,65,81,40,1304,270,130,140,90
8,425,2012-07-01,225,90,135,60,75,29,1148,190,70,120,80
9,509,2012-07-01,99,40,59,22,37,11,843,80,30,50,50
11,509,2012-07-01,104,39,65,36,29,12,380,70,20,50,30
12,509,2012-07-01,90,36,54,34,20,11,462,60,20,40,30
13,253,2012-07-01,113,47,66,71,-5,42,622,70,30,40,0
2,425,2012-07-01,211,86,125,50,75,27,463,260,100,160,120
3,360,2012-07-01,297,124,173,142,31,112,717,370,150,220,100
4,206,2012-07-01,115,50,65,29,36,16,587,110,40,70,50
5,206,2012-07-01,133,59,74,56,18,22,403,120,50,70,20
6,253,2012-07-01,189,86,103,47,56,26,1081,180,80,100,70
8,303,2012-08-01,291,145,146,64,82,40,1292,250,120,130,80
9,970,2012-08-01,89,37,52,62,-10,33,513,70,30,40,0
10,303,2012-08-01,108,46,62,42,20,15,415,90,30,60,30
11,720,2012-08-01,109,49,60,51,9,18,414,90,40,50,10
12,970,2012-08-01,91,41,50,34,16,12,1046,80,30,50,20
13,719,2012-08-01,155,68,87,34,53,22,587,130,50,80,50
5,720,2012-08-01,245,100,145,40,105,28,598,280,110,170,130
6,719,2012-08-01,131,52,79,49,30,17,662,150,60,90,50
3,719,2012-08-01,323,132,191,47,144,36,994,330,130,200,160
1,720,2012-08-01,301,123,178,45,133,34,941,310,130,180,140
2,719,2012-08-01,120,52,68,29,39,17,554,120,50,70,50
8,630,2012-08-01,301,123,178,46,132,34,941,260,100,160,140
9,847,2012-08-01,120,52,68,29,39,17,554,100,40,60,40
10,309,2012-08-01,323,132,191,48,143,36,994,280,110,170,140
11,217,2012-08-01,245,100,145,40,105,28,598,210,80,130,100
12,618,2012-08-01,131,52,79,49,30,17,662,110,40,70,30
5,630,2012-08-01,687,295,392,130,262,97,1714,810,340,470,340
6,847,2012-08-01,532,266,266,99,167,74,1797,620,300,320,220
3,630,2012-08-01,376,154,222,72,150,49,817,390,160,230,170
2,847,2012-08-01,467,196,271,108,163,64,1167,490,200,290,190
8,712,2012-08-01,687,295,392,130,262,97,1714,600,250,350,250
9,712,2012-08-01,376,154,222,71,151,49,817,330,130,200,150
